ControlID,Basin,Month,LMC,Timestamp,Latitude,Longitude,RandomRank,StratumID,Status
STANDBY_189,NI,8,20to25,1995-08-11T12:00:00,24.9,64.4,13,NI_8_20to25,Standby
STANDBY_190,NI,8,20to25,1998-08-05T18:00:00,20.5,69.6,14,NI_8_20to25,Standby
STANDBY_191,NI,8,20to25,1980-08-02T06:00:00,23.3,59.7,15,NI_8_20to25,Standby
STANDBY_192,NI,8,20to25,2017-08-01T18:00:00,23.8,66.6,16,NI_8_20to25,Standby
STANDBY_193,NI,8,20to25,1980-08-23T18:00:00,22.0,60.8,17,NI_8_20to25,Standby
STANDBY_194,NI,8,20to25,2021-08-04T00:00:00,21.4,66.9,18,NI_8_20to25,Standby
STANDBY_195,NI,8,20to25,2012-08-12T18:00:00,20.1,72.7,19,NI_8_20to25,Standby
STANDBY_196,NI,8,20to25,1993-08-05T00:00:00,22.6,66.0,20,NI_8_20to25,Standby
STANDBY_197,NI,8,20to25,1998-08-18T12:00:00,23.2,60.2,21,NI_8_20to25,Standby
STANDBY_198,NI,8,20to25,1991-08-10T00:00:00,20.6,92.3,22,NI_8_20to25,Standby
STANDBY_199,NI,8,20to25,2009-08-03T18:00:00,21.7,89.9,23,NI_8_20to25,Standby
STANDBY_200,NI,8,20to25,2021-08-19T12:00:00,20.9,59.3,24,NI_8_20to25,Standby
CTRL_022,NI,9,15to20,2012-09-22T06:00:00,16.0,68.0,1,NI_9_15to20,Selected
CTRL_023,NI,9,15to20,2002-09-05T06:00:00,15.4,69.3,2,NI_9_15to20,Selected
CTRL_024,NI,9,15to20,2009-09-08T00:00:00,17.9,72.4,3,NI_9_15to20,Selected
CTRL_025,NI,9,15to20,1983-09-22T06:00:00,17.6,93.9,4,NI_9_15to20,Selected
STANDBY_201,NI,9,15to20,1997-09-19T12:00:00,15.1,42.2,5,NI_9_15to20,Standby
STANDBY_202,NI,9,15to20,2010-09-10T00:00:00,19.2,59.4,6,NI_9_15to20,Standby
STANDBY_203,NI,9,15to20,1995-09-19T12:00:00,19.3,72.8,7,NI_9_15to20,Standby
STANDBY_204,NI,9,15to20,1993-09-28T06:00:00,19.6,85.8,8,NI_9_15to20,Standby
STANDBY_205,NI,9,15to20,1984-09-17T18:00:00,19.7,86.6,9,NI_9_15to20,Standby
STANDBY_206,NI,9,15to20,2001-09-17T18:00:00,16.1,89.6,10,NI_9_15to20,Standby
STANDBY_207,NI,9,15to20,1984-09-21T18:00:00,15.8,64.8,11,NI_9_15to20,Standby
STANDBY_208,NI,9,15to20,2016-09-22T12:00:00,18.1,57.9,12,NI_9_15to20,Standby
STANDBY_209,NI,9,15to20,2023-09-10T12:00:00,19.5,72.2,13,NI_9_15to20,Standby
STANDBY_210,NI,9,15to20,2014-09-11T06:00:00,17.5,89.5,14,NI_9_15to20,Standby
STANDBY_211,NI,9,15to20,2016-09-22T18:00:00,19.0,70.1,15,NI_9_15to20,Standby
STANDBY_212,NI,9,15to20,2004-09-19T00:00:00,15.7,80.8,16,NI_9_15to20,Standby
STANDBY_213,NI,9,15to20,1987-09-01T06:00:00,16.0,56.7,17,NI_9_15to20,Standby
STANDBY_214,NI,9,15to20,2003-09-09T18:00:00,15.6,42.6,18,NI_9_15to20,Standby
STANDBY_215,NI,9,15to20,2002-09-14T12:00:00,17.1,64.3,19,NI_9_15to20,Standby
STANDBY_216,NI,9,15to20,2014-09-07T00:00:00,16.9,70.4,20,NI_9_15to20,Standby
STANDBY_217,NI,9,15to20,1986-09-08T00:00:00,18.2,61.6,21,NI_9_15to20,Standby
STANDBY_218,NI,9,15to20,2014-09-24T06:00:00,17.0,61.4,22,NI_9_15to20,Standby
STANDBY_219,NI,9,15to20,1983-09-26T00:00:00,15.5,67.4,23,NI_9_15to20,Standby
STANDBY_220,NI,9,15to20,1998-09-19T00:00:00,19.0,40.7,24,NI_9_15to20,Standby
CTRL_026,NI,9,25to30,1990-09-20T00:00:00,26.8,51.5,1,NI_9_25to30,Selected
STANDBY_221,NI,9,25to30,2003-09-23T18:00:00,29.7,50.3,2,NI_9_25to30,Standby
STANDBY_222,NI,9,25to30,2012-09-01T06:00:00,25.0,64.2,3,NI_9_25to30,Standby
STANDBY_223,NI,9,25to30,1997-09-09T12:00:00,25.7,51.8,4,NI_9_25to30,Standby
STANDBY_224,NI,9,25to30,2017-09-10T12:00:00,27.0,50.6,5,NI_9_25to30,Standby
STANDBY_225,NI,9,25to30,2008-09-01T12:00:00,26.9,52.6,6,NI_9_25to30,Standby
STANDBY_226,NI,9,25to30,2001-09-24T12:00:00,28.7,49.6,7,NI_9_25to30,Standby
STANDBY_227,NI,9,25to30,2002-09-23T06:00:00,27.9,49.8,8,NI_9_25to30,Standby
STANDBY_228,NI,9,25to30,2000-09-16T18:00:00,27.0,51.0,9,NI_9_25to30,Standby
STANDBY_229,NI,9,25to30,2013-09-20T00:00:00,26.8,52.8,10,NI_9_25to30,Standby
STANDBY_230,NI,9,25to30,1984-09-07T18:00:00,25.2,57.0,11,NI_9_25to30,Standby
STANDBY_231,NI,9,25to30,1984-09-02T12:00:00,25.1,58.7,12,NI_9_25to30,Standby
STANDBY_232,NI,9,25to30,1993-09-30T12:00:00,29.9,48.9,13,NI_9_25to30,Standby
STANDBY_233,NI,9,25to30,2004-09-20T12:00:00,26.5,52.5,14,NI_9_25to30,Standby
STANDBY_234,NI,9,25to30,2003-09-22T12:00:00,29.4,49.0,15,NI_9_25to30,Standby
STANDBY_235,NI,9,25to30,1990-09-02T12:00:00,25.0,58.8,16,NI_9_25to30,Standby
STANDBY_236,NI,9,25to30,1981-09-02T06:00:00,25.0,50.7,17,NI_9_25to30,Standby
